Name_HG,Image_HG,Slogan,Tags,Price,Player,Time,Age,Year,Manufacture,Equipment,Url_game_hg,Transliterated_name
За бортом! Три дополнения в одной коробке,https://hobbygames.ru/image/cache/hobbygames_beta/data/Magellan/Za_bortom/Za_Bortom_Dop_2021/Za_Bortom_3-Dopolnenia-1000x416-wm.jpg,Гребите с умом,"За бортом!,Игры в дорогу,Мафия,Игры для компании,Карточные игры,Приключенческие игры",490 ,4-8,40,18+,2021,Magellan,"8 новых карт персонажей,Карты ролей доктора Хартера и мадам Вонг,Карты врагов и друзей,8 жетонов ранений,4 жетона усталости,5 карт припасов,7 карт навигации,10 карт погоды,2 части лодки,Правила игры ,Размер коробки: 105х200х40 мм,Размер карт: 63x89 мм (рекомендуются протекторы из данного раздела,30 шт.),Вес: 0.155 кг",https://hobbygames.ru/za-bortom-dopolnenija,Za bortom! Tri dopolnenija v odnoj korobke
МикроМакро: Город улик. Надземка,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/Micro_Macro/Full_House/HG/Mikro-Makro-1000x416-wm.jpg,Всплеск преступности,"МикроМакро,Детективные игры,Интерактивные игры,Кооперативные игры,Семейные игры",2 490 ,1-4,15-45,14+,2022,Стиль Жизни,"Карта города,120 карт дел,Лупа (+ наклейка),16 конвертов,Правила игры ,Размер коробки: 190x270x30 мм,Вес: 0.49 кг",https://hobbygames.ru/mikromakro-gorod-ulik-nadzemka,MikroMakro: Gorod ulik. Nadzemka
Нечто. Настольная игра: Норвежская станция. Набор миниатюр,https://hobbygames.ru/image/cache/hobbygames_beta/data/Pendragon_Game_Studio/The_Thing/the_thing_norvegian_miniatures_set_00-1000x416-wm.jpg,Северные учёные,"Нечто. Настольная игра,Игры для компании,Командные игры,Полукооперативные игры,Приключенческие игры,Хардкорные игры",3 490 ,1-8,60-120,18+,2022,Pendragon Game Studio,"8 миниатюр героев,Миниатюра монстра,Вес: 0.384 кг",https://hobbygames.ru/nechto-nastolnaja-igra-norvezhskaja-stancija-nabor-miniatjur,Nechto. Nastol'naja igra: Norvezhskaja stantsija. Nabor miniatjur
Подземелье: Драконы беспощадной пустыни,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Podzemelie/Drakony_bespohadnoy_pustyni/Dungeoneer_Forsaken-Desert_box-1000x416-wm.jpg,В суровой пустыне нет места для людей,"Игры в дорогу,Подземелье,Карточные игры,Приключенческие игры",890 ,1-4,60+,12+,2019,Hobby World,"110 карт,60 жетонов,6 фишек героев с подставками,2 кубика,Правила игры ,Размер коробки: 197x105x40 мм,Размер карт: 63x89 мм,Вес: 0.34 кг",https://hobbygames.ru/podzemele-drakoni-besposhhadnoj-pustini,Podzemel'e: Drakony besposchadnoj pustyni
Ticket to Ride. Европа: 1912,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Ticket_to_Ride/T2R_1912/2022/Photos/Ticket_To_Ride_Europe_1912_00-1000x416-wm.jpg,"Новые правила, маршруты и здания","Игры для компании,Ticket To Ride (Билет на Поезд),Семейные игры,Стратегические игры,Экономические игры",1 790 ,2-5,45+,8+,2016,Hobby World,"5 пакгаузов,25 депо (по 5 каждого цвета),55 новых карт маршрутов: ,6 длинных маршрутов,19 коротких маршрутов,30 маршрутов больших городов,46 карт маршрутов из игры ""Ticket to Ride. Европа"": ,6 длинных маршрутов,25 коротких маршрутов,15 маршрутов больших городов,Карта маршрутов ""Большие города Европы"",Правила дополнения ,Размер коробки: 105х192x35 мм,Вес: 0.29 кг",https://hobbygames.ru/ticket-to-ride-evropa-1912,Ticket to Ride. Evropa: 1912
Миры Ктулху,https://hobbygames.ru/image/cache/hobbygames_beta/data/Gaga/Miry_Cthulhu/Miry_Cthulhu-1000x416-wm.jpg,Сведите противника с ума!,"Вселенная Лавкрафта,Карточные игры,Стратегические игры",990 ,2-4,25+,13+,2016,GaGa Games,"108 карт,4 планшета,4 маркера рассудка,Правила игры,Вес: 0.338 кг",https://hobbygames.ru/miri-ktulhu,Miry Ktulhu
Лига детективов,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Liga_detektivov/2022/Photos/Liga_Detektivov00-1000x416-wm.jpg,Любая деталь разговора очень важна!,"Вечериночные игры,Детективные игры,Игры для компании",1 990 ,3-6,30+,13+,2022,Hobby World,"111 карт,18 планшетов-памяток,6 ширм,6 карандашей,12 скрепок,Блокнот для записей,Правила игры ,Размер коробки: 255x255x62 мм,Размер карт: 56x87 мм (рекомендуются протекторы из данного раздела,111 шт.),Рекомендуемые органайзеры для хранения компонентов: ,UCF Standart 20 мм (4 шт.),Вес: 1.21 кг",https://hobbygames.ru/liga-detektivov,Liga detektivov
Прогеры,https://hobbygames.ru/image/cache/hobbygames_beta/data/Banda_Umnikov/Progery/DSC_2290-1000x416-wm.jpg,"Вперёд, к изучению новых миров!","Развивающие игры от ""Банды Умников"",Детские игры,Карточные игры,Логические игры",1 590 ,2-4,30-40,6+,2018,Банда Умников,"Двустороннее игровое поле,5 картонных блоков-холмов,52 карты команд,4 фигурки вездеходов,4 жетона баз/лабораторий,20 жетонов с образцами жизней,Жетон для обозначения начала алгоритма,Правила игры,Вес: 0.395 кг",https://hobbygames.ru/progery,Progery
Котоквест,https://hobbygames.ru/image/cache/hobbygames_beta/data/Evrikus/Kotokvest/Kotokvest-1000x416-wm.jpg,Время кошачьих головоломок!,"Вечериночные игры,Игры в дорогу,Игры для компании,Квесты,Кооперативные игры,Логические игры,Семейные игры",990 ,1-6,45+,8+,2020,Эврикус,"25 карточек,7 комнат,2 брошюры,3 конверта ,Размер коробки: 198х105х38 мм,Вес: 0.228 кг",https://hobbygames.ru/kotokvest,Kotokvest
Гонки единорогов,https://hobbygames.ru/image/cache/hobbygames_beta/data/Interhit/Unicorn_Fever/HG/Gonki_Edinorogov-1000x416-wm.jpg,Волшебные ставки на волшебные скачки!,"Вечериночные игры,Игры для компании,Семейные игры",3 790 ,2-6,40-60,14+,2022,ИнтерХит,"2 кубика бега,6 неокрашенных фигурок единорогов,6 цветных колец для фигурок,6 карт единорогов,44 карт магии,23 карт движения,40 карт контрактов,10 карт займов,124 жетона золота,81 жетон победы,11 жетонов действий,6 жетонов ставок,6 тайлов распределения ставок,6 жетонов победных ставок,6 жетонов ставок раннего шоу,6 жетонов ставок позднего шоу,Жетон первого игрока,Маркер скачек,Игровое поле,Правила игры ,Размер коробки: 300x300x75 мм,Вес: 1.67 кг",https://hobbygames.ru/gonki-edinorogov,Gonki edinorogov
